D,E
0.0,16.828125
1.0,15.953125
2.0,16.953125
3.0,16.328125
4.0,17.328125
5.0,16.953125
6.0,17.953125
7.0,17.828125
8.0,18.828125
9.0,18.953125
10.0,19.953125
11.0,20.328125
12.0,21.328125
13.0,21.953125
14.0,22.953125
15.0,23.828125
