D,E
0.0,0.625
1.0,0.625
2.0,1.0
3.0,1.0
4.0,1.25
5.0,1.25
6.0,1.375
7.0,1.375
8.0,1.375
9.0,1.375
10.0,1.25
11.0,1.25
12.0,1.0
13.0,1.0
14.0,0.625
15.0,0.625
