D,E
0.0,1.5625
1.0,1.5625
2.0,1.9375
3.0,1.9375
4.0,0.6875
5.0,0.6875
6.0,0.8125
7.0,0.8125
8.0,0.8125
9.0,0.8125
10.0,0.6875
11.0,0.6875
12.0,1.9375
13.0,1.9375
14.0,1.5625
15.0,1.5625
