D,E
0.0,9.625
1.0,9.625
2.0,11.125
3.0,11.125
4.0,12.125
5.0,12.125
6.0,12.625
7.0,12.625
8.0,28.625
9.0,28.625
10.0,28.125
11.0,28.125
12.0,27.125
13.0,27.125
14.0,25.625
15.0,25.625
