D,E
0.0,1.3125
1.0,1.3125
2.0,2.0625
3.0,2.0625
4.0,2.5625
5.0,2.5625
6.0,2.8125
7.0,2.8125
8.0,2.8125
9.0,2.8125
10.0,2.5625
11.0,2.5625
12.0,2.0625
13.0,2.0625
14.0,1.3125
15.0,1.3125
