D,E
0.0,3.625
1.0,3.625
2.0,3.0
3.0,3.0
4.0,3.25
5.0,3.25
6.0,4.375
7.0,4.375
8.0,4.375
9.0,4.375
10.0,3.25
11.0,3.25
12.0,3.0
13.0,3.0
14.0,3.625
15.0,3.625
