D,E
0.0,0.0625
1.0,0.0625
2.0,0.1875
3.0,0.1875
4.0,0.1875
5.0,0.1875
6.0,0.0625
7.0,0.0625
8.0,0.0625
9.0,0.0625
10.0,0.1875
11.0,0.1875
12.0,0.1875
13.0,0.1875
14.0,0.0625
15.0,0.0625
