D,E
0.0,1.125
1.0,1.125
2.0,1.15625
3.0,1.15625
4.0,0.65625
5.0,0.65625
6.0,0.78125
7.0,0.78125
8.0,0.53125
9.0,0.53125
10.0,0.90625
11.0,0.90625
12.0,1.90625
13.0,1.90625
14.0,1.375
15.0,1.375
