D,S1,S1_bot_bot,S2,S3,S4,S5,ProposedLTB,ProposedLTT2,Rahimi,Sanyal,Chen,ZZhu,Zhu,Conventional,Yuan12,Yuan15,Zhao,Jajodia,Hu,Du
249.0,89.529296875,89.529296875,26.279296875,10.52978515625,74.52978515625,42.52978515625,26.279296875,216.029296875,89.529296875,36.4462890625,67.9462890625,37.1962890625,179.0595703125,606.119140625,53.0595703125,25.529296875,37.1962890625,59.27978515625,89.52978515625,1071.0595703125
250.0,89.78515625,89.78515625,26.53515625,10.53564453125,74.53564453125,42.53564453125,26.53515625,216.28515625,89.53515625,36.7021484375,68.2021484375,37.2021484375,179.5712890625,609.142578125,53.0712890625,25.78515625,37.2021484375,59.03564453125,89.78564453125,1072.5712890625
251.0,89.78515625,89.78515625,26.53515625,10.53564453125,74.53564453125,42.53564453125,26.53515625,216.28515625,89.53515625,36.7021484375,68.2021484375,37.2021484375,179.5712890625,609.142578125,53.0712890625,25.78515625,37.2021484375,59.03564453125,89.78564453125,1072.5712890625
252.0,90.0390625,90.0390625,26.2890625,10.53955078125,74.53955078125,42.53955078125,26.2890625,216.5390625,89.7890625,36.9560546875,68.4560546875,37.2060546875,180.0791015625,612.158203125,53.0791015625,26.0390625,37.2060546875,58.78955078125,90.03955078125,1074.0791015625
253.0,90.0390625,90.0390625,26.2890625,10.53955078125,74.53955078125,42.53955078125,26.2890625,216.5390625,89.7890625,36.9560546875,68.4560546875,37.2060546875,180.0791015625,612.158203125,53.0791015625,26.0390625,37.2060546875,58.78955078125,90.03955078125,1074.0791015625
254.0,90.291015625,90.291015625,26.541015625,10.54150390625,74.54150390625,42.54150390625,26.541015625,216.791015625,90.291015625,37.2080078125,68.7080078125,37.2080078125,180.5830078125,615.166015625,53.0830078125,26.291015625,37.2080078125,58.54150390625,90.29150390625,1075.5830078125
255.0,90.291015625,90.291015625,26.541015625,10.54150390625,74.54150390625,42.54150390625,26.541015625,216.791015625,90.291015625,37.2080078125,68.7080078125,37.2080078125,180.5830078125,615.166015625,53.0830078125,26.291015625,37.2080078125,58.54150390625,90.29150390625,1075.5830078125
256.0,90.541015625,90.541015625,26.291015625,-5.45849609375,58.54150390625,26.54150390625,26.291015625,217.041015625,90.541015625,5.4580078125,68.9580078125,37.2080078125,181.0830078125,618.166015625,53.0830078125,26.541015625,37.2080078125,58.29150390625,90.54150390625,1077.0830078125
257.0,90.541015625,90.541015625,26.291015625,-5.45849609375,58.54150390625,26.54150390625,26.291015625,217.041015625,90.541015625,5.4580078125,68.9580078125,37.2080078125,181.0830078125,618.166015625,53.0830078125,26.541015625,37.2080078125,58.29150390625,90.54150390625,1077.0830078125
258.0,90.7890625,90.7890625,26.5390625,-5.46044921875,58.53955078125,26.53955078125,26.5390625,217.2890625,90.5390625,5.7060546875,69.2060546875,37.2060546875,181.5791015625,621.158203125,53.0791015625,26.7890625,37.2060546875,58.03955078125,90.78955078125,1078.5791015625
259.0,90.7890625,90.7890625,26.5390625,-5.46044921875,58.53955078125,26.53955078125,26.5390625,217.2890625,90.5390625,5.7060546875,69.2060546875,37.2060546875,181.5791015625,621.158203125,53.0791015625,26.7890625,37.2060546875,58.03955078125,90.78955078125,1078.5791015625
260.0,91.03515625,91.03515625,26.28515625,-5.46435546875,58.53564453125,26.53564453125,26.28515625,217.53515625,90.78515625,5.9521484375,69.4521484375,37.2021484375,182.0712890625,624.142578125,53.0712890625,27.03515625,37.2021484375,57.78564453125,91.03564453125,1080.0712890625
261.0,91.03515625,91.03515625,26.28515625,-5.46435546875,58.53564453125,26.53564453125,26.28515625,217.53515625,90.78515625,5.9521484375,69.4521484375,37.2021484375,182.0712890625,624.142578125,53.0712890625,27.03515625,37.2021484375,57.78564453125,91.03564453125,1080.0712890625
262.0,91.279296875,91.279296875,26.529296875,-5.47021484375,58.52978515625,26.52978515625,26.529296875,217.779296875,91.279296875,6.1962890625,69.6962890625,37.1962890625,182.5595703125,627.119140625,53.0595703125,27.279296875,37.1962890625,57.52978515625,91.27978515625,1081.5595703125
263.0,91.279296875,91.279296875,26.529296875,-5.47021484375,58.52978515625,26.52978515625,26.529296875,217.779296875,91.279296875,6.1962890625,69.6962890625,37.1962890625,182.5595703125,627.119140625,53.0595703125,27.279296875,37.1962890625,57.52978515625,91.27978515625,1081.5595703125
264.0,91.521484375,91.521484375,26.271484375,-5.47802734375,58.52197265625,26.52197265625,26.271484375,218.021484375,91.521484375,6.4384765625,69.9384765625,37.1884765625,183.0439453125,630.087890625,53.0439453125,27.521484375,37.1884765625,57.27197265625,91.52197265625,1083.0439453125
265.0,91.521484375,91.521484375,26.271484375,-5.47802734375,58.52197265625,26.52197265625,26.271484375,218.021484375,91.521484375,6.4384765625,69.9384765625,37.1884765625,183.0439453125,630.087890625,53.0439453125,27.521484375,37.1884765625,57.27197265625,91.52197265625,1083.0439453125
266.0,91.76171875,91.76171875,26.51171875,-5.48779296875,58.51220703125,26.51220703125,26.51171875,218.26171875,91.51171875,6.6787109375,70.1787109375,37.1787109375,183.5244140625,633.048828125,53.0244140625,27.76171875,37.1787109375,57.01220703125,91.76220703125,1084.5244140625
267.0,91.76171875,91.76171875,26.51171875,-5.48779296875,58.51220703125,26.51220703125,26.51171875,218.26171875,91.51171875,6.6787109375,70.1787109375,37.1787109375,183.5244140625,633.048828125,53.0244140625,27.76171875,37.1787109375,57.01220703125,91.76220703125,1084.5244140625
268.0,92.0,92.0,26.25,-5.49951171875,58.50048828125,26.50048828125,26.25,218.5,91.75,6.9169921875,70.4169921875,37.1669921875,184.0009765625,636.001953125,53.0009765625,28.0,37.1669921875,56.75048828125,92.00048828125,1086.0009765625
269.0,92.0,92.0,26.25,-5.49951171875,58.50048828125,26.50048828125,26.25,218.5,91.75,6.9169921875,70.4169921875,37.1669921875,184.0009765625,636.001953125,53.0009765625,28.0,37.1669921875,56.75048828125,92.00048828125,1086.0009765625
270.0,92.236328125,92.236328125,26.486328125,-5.51318359375,58.48681640625,26.48681640625,26.486328125,218.736328125,92.236328125,7.1533203125,70.6533203125,37.1533203125,184.4736328125,638.947265625,52.9736328125,28.236328125,37.1533203125,56.48681640625,92.23681640625,1087.4736328125
271.0,92.236328125,92.236328125,26.486328125,-5.51318359375,58.48681640625,26.48681640625,26.486328125,218.736328125,92.236328125,7.1533203125,70.6533203125,37.1533203125,184.4736328125,638.947265625,52.9736328125,28.236328125,37.1533203125,56.48681640625,92.23681640625,1087.4736328125
272.0,92.470703125,92.470703125,26.220703125,-5.52880859375,58.47119140625,26.47119140625,26.220703125,218.970703125,92.470703125,7.3876953125,70.8876953125,37.1376953125,184.9423828125,641.884765625,52.9423828125,28.470703125,37.1376953125,56.22119140625,92.47119140625,1088.9423828125
273.0,92.470703125,92.470703125,26.220703125,-5.52880859375,58.47119140625,26.47119140625,26.220703125,218.970703125,92.470703125,7.3876953125,70.8876953125,37.1376953125,184.9423828125,641.884765625,52.9423828125,28.470703125,37.1376953125,56.22119140625,92.47119140625,1088.9423828125
274.0,92.703125,92.703125,26.453125,-5.54638671875,58.45361328125,26.45361328125,26.453125,219.203125,92.453125,7.6201171875,71.1201171875,37.1201171875,185.4072265625,644.814453125,52.9072265625,28.703125,37.1201171875,55.95361328125,92.70361328125,1090.4072265625
275.0,92.703125,92.703125,26.453125,-5.54638671875,58.45361328125,26.45361328125,26.453125,219.203125,92.453125,7.6201171875,71.1201171875,37.1201171875,185.4072265625,644.814453125,52.9072265625,28.703125,37.1201171875,55.95361328125,92.70361328125,1090.4072265625
276.0,92.93359375,92.93359375,26.18359375,-5.56591796875,58.43408203125,26.43408203125,26.18359375,219.43359375,92.68359375,7.8505859375,71.3505859375,37.1005859375,185.8681640625,647.736328125,52.8681640625,28.93359375,37.1005859375,55.68408203125,92.93408203125,1091.8681640625
277.0,92.93359375,92.93359375,26.18359375,-5.56591796875,58.43408203125,26.43408203125,26.18359375,219.43359375,92.68359375,7.8505859375,71.3505859375,37.1005859375,185.8681640625,647.736328125,52.8681640625,28.93359375,37.1005859375,55.68408203125,92.93408203125,1091.8681640625
278.0,93.162109375,93.162109375,26.412109375,-5.58740234375,58.41259765625,26.41259765625,26.412109375,219.662109375,93.162109375,8.0791015625,71.5791015625,37.0791015625,186.3251953125,650.650390625,52.8251953125,29.162109375,37.0791015625,55.41259765625,93.16259765625,1093.3251953125
279.0,93.162109375,93.162109375,26.412109375,-5.58740234375,58.41259765625,26.41259765625,26.412109375,219.662109375,93.162109375,8.0791015625,71.5791015625,37.0791015625,186.3251953125,650.650390625,52.8251953125,29.162109375,37.0791015625,55.41259765625,93.16259765625,1093.3251953125
280.0,93.388671875,93.388671875,26.138671875,-5.61083984375,58.38916015625,26.38916015625,26.138671875,219.888671875,93.388671875,8.3056640625,71.8056640625,37.0556640625,186.7783203125,653.556640625,52.7783203125,29.388671875,37.0556640625,55.13916015625,93.38916015625,1094.7783203125
281.0,93.388671875,93.388671875,26.138671875,-5.61083984375,58.38916015625,26.38916015625,26.138671875,219.888671875,93.388671875,8.3056640625,71.8056640625,37.0556640625,186.7783203125,653.556640625,52.7783203125,29.388671875,37.0556640625,55.13916015625,93.38916015625,1094.7783203125
282.0,93.61328125,93.61328125,26.36328125,-5.63623046875,58.36376953125,26.36376953125,26.36328125,220.11328125,93.36328125,8.5302734375,72.0302734375,37.0302734375,187.2275390625,656.455078125,52.7275390625,29.61328125,37.0302734375,54.86376953125,93.61376953125,1096.2275390625
283.0,93.61328125,93.61328125,26.36328125,-5.63623046875,58.36376953125,26.36376953125,26.36328125,220.11328125,93.36328125,8.5302734375,72.0302734375,37.0302734375,187.2275390625,656.455078125,52.7275390625,29.61328125,37.0302734375,54.86376953125,93.61376953125,1096.2275390625
284.0,93.8359375,93.8359375,26.0859375,-5.66357421875,58.33642578125,26.33642578125,26.0859375,220.3359375,93.5859375,8.7529296875,72.2529296875,37.0029296875,187.6728515625,659.345703125,52.6728515625,29.8359375,37.0029296875,54.58642578125,93.83642578125,1097.6728515625
285.0,93.8359375,93.8359375,26.0859375,-5.66357421875,58.33642578125,26.33642578125,26.0859375,220.3359375,93.5859375,8.7529296875,72.2529296875,37.0029296875,187.6728515625,659.345703125,52.6728515625,29.8359375,37.0029296875,54.58642578125,93.83642578125,1097.6728515625
286.0,94.056640625,94.056640625,26.306640625,-5.69287109375,58.30712890625,26.30712890625,26.306640625,220.556640625,94.056640625,8.9736328125,72.4736328125,36.9736328125,188.1142578125,662.228515625,52.6142578125,30.056640625,36.9736328125,54.30712890625,94.05712890625,1099.1142578125
287.0,94.056640625,94.056640625,26.306640625,-5.69287109375,58.30712890625,26.30712890625,26.306640625,220.556640625,94.056640625,8.9736328125,72.4736328125,36.9736328125,188.1142578125,662.228515625,52.6142578125,30.056640625,36.9736328125,54.30712890625,94.05712890625,1099.1142578125
288.0,94.275390625,94.275390625,26.025390625,-5.72412109375,58.27587890625,26.27587890625,26.025390625,220.775390625,94.275390625,9.1923828125,72.6923828125,36.9423828125,188.5517578125,665.103515625,52.5517578125,30.275390625,36.9423828125,54.02587890625,94.27587890625,1100.5517578125
289.0,94.275390625,94.275390625,26.025390625,-5.72412109375,58.27587890625,26.27587890625,26.025390625,220.775390625,94.275390625,9.1923828125,72.6923828125,36.9423828125,188.5517578125,665.103515625,52.5517578125,30.275390625,36.9423828125,54.02587890625,94.27587890625,1100.5517578125
290.0,94.4921875,94.4921875,26.2421875,-5.75732421875,58.24267578125,26.24267578125,26.2421875,220.9921875,94.2421875,9.4091796875,72.9091796875,36.9091796875,188.9853515625,667.970703125,52.4853515625,30.4921875,36.9091796875,53.74267578125,94.49267578125,1101.9853515625
291.0,94.4921875,94.4921875,26.2421875,-5.75732421875,58.24267578125,26.24267578125,26.2421875,220.9921875,94.2421875,9.4091796875,72.9091796875,36.9091796875,188.9853515625,667.970703125,52.4853515625,30.4921875,36.9091796875,53.74267578125,94.49267578125,1101.9853515625
292.0,94.70703125,94.70703125,25.95703125,-5.79248046875,58.20751953125,26.20751953125,25.95703125,221.20703125,94.45703125,9.6240234375,73.1240234375,36.8740234375,189.4150390625,670.830078125,52.4150390625,30.70703125,36.8740234375,53.45751953125,94.70751953125,1103.4150390625
293.0,94.70703125,94.70703125,25.95703125,-5.79248046875,58.20751953125,26.20751953125,25.95703125,221.20703125,94.45703125,9.6240234375,73.1240234375,36.8740234375,189.4150390625,670.830078125,52.4150390625,30.70703125,36.8740234375,53.45751953125,94.70751953125,1103.4150390625
294.0,94.919921875,94.919921875,26.169921875,-5.82958984375,58.17041015625,26.17041015625,26.169921875,221.419921875,94.919921875,9.8369140625,73.3369140625,36.8369140625,189.8408203125,673.681640625,52.3408203125,30.919921875,36.8369140625,53.17041015625,94.92041015625,1104.8408203125
295.0,94.919921875,94.919921875,26.169921875,-5.82958984375,58.17041015625,26.17041015625,26.169921875,221.419921875,94.919921875,9.8369140625,73.3369140625,36.8369140625,189.8408203125,673.681640625,52.3408203125,30.919921875,36.8369140625,53.17041015625,94.92041015625,1104.8408203125
296.0,95.130859375,95.130859375,25.880859375,-5.86865234375,58.13134765625,26.13134765625,25.880859375,221.630859375,95.130859375,10.0478515625,73.5478515625,36.7978515625,190.2626953125,676.525390625,52.2626953125,31.130859375,36.7978515625,52.88134765625,95.13134765625,1106.2626953125
297.0,95.130859375,95.130859375,25.880859375,-5.86865234375,58.13134765625,26.13134765625,25.880859375,221.630859375,95.130859375,10.0478515625,73.5478515625,36.7978515625,190.2626953125,676.525390625,52.2626953125,31.130859375,36.7978515625,52.88134765625,95.13134765625,1106.2626953125
298.0,95.33984375,95.33984375,26.08984375,-5.90966796875,58.09033203125,26.09033203125,26.08984375,221.83984375,95.08984375,10.2568359375,73.7568359375,36.7568359375,190.6806640625,679.361328125,52.1806640625,31.33984375,36.7568359375,52.59033203125,95.34033203125,1107.6806640625
299.0,95.33984375,95.33984375,26.08984375,-5.90966796875,58.09033203125,26.09033203125,26.08984375,221.83984375,95.08984375,10.2568359375,73.7568359375,36.7568359375,190.6806640625,679.361328125,52.1806640625,31.33984375,36.7568359375,52.59033203125,95.34033203125,1107.6806640625
300.0,95.546875,95.546875,25.796875,-5.95263671875,58.04736328125,26.04736328125,25.796875,222.046875,95.296875,10.4638671875,73.9638671875,36.7138671875,191.0947265625,682.189453125,52.0947265625,31.546875,36.7138671875,52.29736328125,95.54736328125,1109.0947265625
301.0,95.546875,95.546875,25.796875,-5.95263671875,58.04736328125,26.04736328125,25.796875,222.046875,95.296875,10.4638671875,73.9638671875,36.7138671875,191.0947265625,682.189453125,52.0947265625,31.546875,36.7138671875,52.29736328125,95.54736328125,1109.0947265625
302.0,95.751953125,95.751953125,26.001953125,-5.99755859375,58.00244140625,26.00244140625,26.001953125,222.251953125,95.751953125,10.6689453125,74.1689453125,36.6689453125,191.5048828125,685.009765625,52.0048828125,31.751953125,36.6689453125,52.00244140625,95.75244140625,1110.5048828125
303.0,95.751953125,95.751953125,26.001953125,-5.99755859375,58.00244140625,26.00244140625,26.001953125,222.251953125,95.751953125,10.6689453125,74.1689453125,36.6689453125,191.5048828125,685.009765625,52.0048828125,31.751953125,36.6689453125,52.00244140625,95.75244140625,1110.5048828125
304.0,95.955078125,95.955078125,25.705078125,-6.04443359375,57.95556640625,25.95556640625,25.705078125,222.455078125,95.955078125,10.8720703125,74.3720703125,36.6220703125,191.9111328125,687.822265625,51.9111328125,31.955078125,36.6220703125,51.70556640625,95.95556640625,1111.9111328125
305.0,95.955078125,95.955078125,25.705078125,-6.04443359375,57.95556640625,25.95556640625,25.705078125,222.455078125,95.955078125,10.8720703125,74.3720703125,36.6220703125,191.9111328125,687.822265625,51.9111328125,31.955078125,36.6220703125,51.70556640625,95.95556640625,1111.9111328125
306.0,96.15625,96.15625,25.90625,-6.09326171875,57.90673828125,25.90673828125,25.90625,222.65625,95.90625,11.0732421875,74.5732421875,36.5732421875,192.3134765625,690.626953125,51.8134765625,32.15625,36.5732421875,51.40673828125,96.15673828125,1113.3134765625
307.0,96.15625,96.15625,25.90625,-6.09326171875,57.90673828125,25.90673828125,25.90625,222.65625,95.90625,11.0732421875,74.5732421875,36.5732421875,192.3134765625,690.626953125,51.8134765625,32.15625,36.5732421875,51.40673828125,96.15673828125,1113.3134765625
308.0,96.35546875,96.35546875,25.60546875,-6.14404296875,57.85595703125,25.85595703125,25.60546875,222.85546875,96.10546875,11.2724609375,74.7724609375,36.5224609375,192.7119140625,693.423828125,51.7119140625,32.35546875,36.5224609375,51.10595703125,96.35595703125,1114.7119140625
309.0,96.35546875,96.35546875,25.60546875,-6.14404296875,57.85595703125,25.85595703125,25.60546875,222.85546875,96.10546875,11.2724609375,74.7724609375,36.5224609375,192.7119140625,693.423828125,51.7119140625,32.35546875,36.5224609375,51.10595703125,96.35595703125,1114.7119140625
310.0,96.552734375,96.552734375,25.802734375,-6.19677734375,57.80322265625,25.80322265625,25.802734375,223.052734375,96.552734375,11.4697265625,74.9697265625,36.4697265625,193.1064453125,696.212890625,51.6064453125,32.552734375,36.4697265625,50.80322265625,96.55322265625,1116.1064453125
311.0,96.552734375,96.552734375,25.802734375,-6.19677734375,57.80322265625,25.80322265625,25.802734375,223.052734375,96.552734375,11.4697265625,74.9697265625,36.4697265625,193.1064453125,696.212890625,51.6064453125,32.552734375,36.4697265625,50.80322265625,96.55322265625,1116.1064453125
312.0,96.748046875,96.748046875,25.498046875,-6.25146484375,57.74853515625,25.74853515625,25.498046875,223.248046875,96.748046875,11.6650390625,75.1650390625,36.4150390625,193.4970703125,698.994140625,51.4970703125,32.748046875,36.4150390625,50.49853515625,96.74853515625,1117.4970703125
313.0,96.748046875,96.748046875,25.498046875,-6.25146484375,57.74853515625,25.74853515625,25.498046875,223.248046875,96.748046875,11.6650390625,75.1650390625,36.4150390625,193.4970703125,698.994140625,51.4970703125,32.748046875,36.4150390625,50.49853515625,96.74853515625,1117.4970703125
314.0,96.94140625,96.94140625,25.69140625,-6.30810546875,57.69189453125,25.69189453125,25.69140625,223.44140625,96.69140625,11.8583984375,75.3583984375,36.3583984375,193.8837890625,701.767578125,51.3837890625,32.94140625,36.3583984375,50.19189453125,96.94189453125,1118.8837890625
315.0,96.94140625,96.94140625,25.69140625,-6.30810546875,57.69189453125,25.69189453125,25.69140625,223.44140625,96.69140625,11.8583984375,75.3583984375,36.3583984375,193.8837890625,701.767578125,51.3837890625,32.94140625,36.3583984375,50.19189453125,96.94189453125,1118.8837890625
316.0,97.1328125,97.1328125,25.3828125,-6.36669921875,57.63330078125,25.63330078125,25.3828125,223.6328125,96.8828125,12.0498046875,75.5498046875,36.2998046875,194.2666015625,704.533203125,51.2666015625,33.1328125,36.2998046875,49.88330078125,97.13330078125,1120.2666015625
317.0,97.1328125,97.1328125,25.3828125,-6.36669921875,57.63330078125,25.63330078125,25.3828125,223.6328125,96.8828125,12.0498046875,75.5498046875,36.2998046875,194.2666015625,704.533203125,51.2666015625,33.1328125,36.2998046875,49.88330078125,97.13330078125,1120.2666015625
318.0,97.322265625,97.322265625,25.572265625,-6.42724609375,57.57275390625,25.57275390625,25.572265625,223.822265625,97.322265625,12.2392578125,75.7392578125,36.2392578125,194.6455078125,707.291015625,51.1455078125,33.322265625,36.2392578125,49.57275390625,97.32275390625,1121.6455078125
319.0,97.322265625,97.322265625,25.572265625,-6.42724609375,57.57275390625,25.57275390625,25.572265625,223.822265625,97.322265625,12.2392578125,75.7392578125,36.2392578125,194.6455078125,707.291015625,51.1455078125,33.322265625,36.2392578125,49.57275390625,97.32275390625,1121.6455078125
320.0,97.509765625,97.509765625,25.259765625,-6.48974609375,57.51025390625,25.51025390625,25.259765625,224.009765625,97.509765625,12.4267578125,75.9267578125,36.1767578125,195.0205078125,710.041015625,51.0205078125,33.509765625,36.1767578125,49.26025390625,97.51025390625,1123.0205078125
321.0,97.509765625,97.509765625,25.259765625,-6.48974609375,57.51025390625,25.51025390625,25.259765625,224.009765625,97.509765625,12.4267578125,75.9267578125,36.1767578125,195.0205078125,710.041015625,51.0205078125,33.509765625,36.1767578125,49.26025390625,97.51025390625,1123.0205078125
322.0,97.6953125,97.6953125,25.4453125,-6.55419921875,57.44580078125,25.44580078125,25.4453125,224.1953125,97.4453125,12.6123046875,76.1123046875,36.1123046875,195.3916015625,712.783203125,50.8916015625,33.6953125,36.1123046875,48.94580078125,97.69580078125,1124.3916015625
323.0,97.6953125,97.6953125,25.4453125,-6.55419921875,57.44580078125,25.44580078125,25.4453125,224.1953125,97.4453125,12.6123046875,76.1123046875,36.1123046875,195.3916015625,712.783203125,50.8916015625,33.6953125,36.1123046875,48.94580078125,97.69580078125,1124.3916015625
324.0,97.87890625,97.87890625,25.12890625,-6.62060546875,57.37939453125,25.37939453125,25.12890625,224.37890625,97.62890625,12.7958984375,76.2958984375,36.0458984375,195.7587890625,715.517578125,50.7587890625,33.87890625,36.0458984375,48.62939453125,97.87939453125,1125.7587890625
325.0,97.87890625,97.87890625,25.12890625,-6.62060546875,57.37939453125,25.37939453125,25.12890625,224.37890625,97.62890625,12.7958984375,76.2958984375,36.0458984375,195.7587890625,715.517578125,50.7587890625,33.87890625,36.0458984375,48.62939453125,97.87939453125,1125.7587890625
326.0,98.060546875,98.060546875,25.310546875,-6.68896484375,57.31103515625,25.31103515625,25.310546875,224.560546875,98.060546875,12.9775390625,76.4775390625,35.9775390625,196.1220703125,718.244140625,50.6220703125,34.060546875,35.9775390625,48.31103515625,98.06103515625,1127.1220703125
327.0,98.060546875,98.060546875,25.310546875,-6.68896484375,57.31103515625,25.31103515625,25.310546875,224.560546875,98.060546875,12.9775390625,76.4775390625,35.9775390625,196.1220703125,718.244140625,50.6220703125,34.060546875,35.9775390625,48.31103515625,98.06103515625,1127.1220703125
328.0,98.240234375,98.240234375,24.990234375,-6.75927734375,57.24072265625,25.24072265625,24.990234375,224.740234375,98.240234375,13.1572265625,76.6572265625,35.9072265625,196.4814453125,720.962890625,50.4814453125,34.240234375,35.9072265625,47.99072265625,98.24072265625,1128.4814453125
329.0,98.240234375,98.240234375,24.990234375,-6.75927734375,57.24072265625,25.24072265625,24.990234375,224.740234375,98.240234375,13.1572265625,76.6572265625,35.9072265625,196.4814453125,720.962890625,50.4814453125,34.240234375,35.9072265625,47.99072265625,98.24072265625,1128.4814453125
330.0,98.41796875,98.41796875,25.16796875,-6.83154296875,57.16845703125,25.16845703125,25.16796875,224.91796875,98.16796875,13.3349609375,76.8349609375,35.8349609375,196.8369140625,723.673828125,50.3369140625,34.41796875,35.8349609375,47.66845703125,98.41845703125,1129.8369140625
331.0,98.41796875,98.41796875,25.16796875,-6.83154296875,57.16845703125,25.16845703125,25.16796875,224.91796875,98.16796875,13.3349609375,76.8349609375,35.8349609375,196.8369140625,723.673828125,50.3369140625,34.41796875,35.8349609375,47.66845703125,98.41845703125,1129.8369140625
332.0,98.59375,98.59375,24.84375,-6.90576171875,57.09423828125,25.09423828125,24.84375,225.09375,98.34375,13.5107421875,77.0107421875,35.7607421875,197.1884765625,726.376953125,50.1884765625,34.59375,35.7607421875,47.34423828125,98.59423828125,1131.1884765625
333.0,98.59375,98.59375,24.84375,-6.90576171875,57.09423828125,25.09423828125,24.84375,225.09375,98.34375,13.5107421875,77.0107421875,35.7607421875,197.1884765625,726.376953125,50.1884765625,34.59375,35.7607421875,47.34423828125,98.59423828125,1131.1884765625
334.0,98.767578125,98.767578125,25.017578125,-6.98193359375,57.01806640625,25.01806640625,25.017578125,225.267578125,98.767578125,13.6845703125,77.1845703125,35.6845703125,197.5361328125,729.072265625,50.0361328125,34.767578125,35.6845703125,47.01806640625,98.76806640625,1132.5361328125
335.0,98.767578125,98.767578125,25.017578125,-6.98193359375,57.01806640625,25.01806640625,25.017578125,225.267578125,98.767578125,13.6845703125,77.1845703125,35.6845703125,197.5361328125,729.072265625,50.0361328125,34.767578125,35.6845703125,47.01806640625,98.76806640625,1132.5361328125
336.0,98.939453125,98.939453125,24.689453125,-7.06005859375,56.93994140625,24.93994140625,24.689453125,225.439453125,98.939453125,13.8564453125,77.3564453125,35.6064453125,197.8798828125,731.759765625,49.8798828125,34.939453125,35.6064453125,46.68994140625,98.93994140625,1133.8798828125
337.0,98.939453125,98.939453125,24.689453125,-7.06005859375,56.93994140625,24.93994140625,24.689453125,225.439453125,98.939453125,13.8564453125,77.3564453125,35.6064453125,197.8798828125,731.759765625,49.8798828125,34.939453125,35.6064453125,46.68994140625,98.93994140625,1133.8798828125
338.0,99.109375,99.109375,24.859375,-7.14013671875,56.85986328125,24.85986328125,24.859375,225.609375,98.859375,14.0263671875,77.5263671875,35.5263671875,198.2197265625,734.439453125,49.7197265625,35.109375,35.5263671875,46.35986328125,99.10986328125,1135.2197265625
339.0,99.109375,99.109375,24.859375,-7.14013671875,56.85986328125,24.85986328125,24.859375,225.609375,98.859375,14.0263671875,77.5263671875,35.5263671875,198.2197265625,734.439453125,49.7197265625,35.109375,35.5263671875,46.35986328125,99.10986328125,1135.2197265625
340.0,99.27734375,99.27734375,24.52734375,-7.22216796875,56.77783203125,24.77783203125,24.52734375,225.77734375,99.02734375,14.1943359375,77.6943359375,35.4443359375,198.5556640625,737.111328125,49.5556640625,35.27734375,35.4443359375,46.02783203125,99.27783203125,1136.5556640625
341.0,99.27734375,99.27734375,24.52734375,-7.22216796875,56.77783203125,24.77783203125,24.52734375,225.77734375,99.02734375,14.1943359375,77.6943359375,35.4443359375,198.5556640625,737.111328125,49.5556640625,35.27734375,35.4443359375,46.02783203125,99.27783203125,1136.5556640625
342.0,99.443359375,99.443359375,24.693359375,-7.30615234375,56.69384765625,24.69384765625,24.693359375,225.943359375,99.443359375,14.3603515625,77.8603515625,35.3603515625,198.8876953125,739.775390625,49.3876953125,35.443359375,35.3603515625,45.69384765625,99.44384765625,1137.8876953125
343.0,99.443359375,99.443359375,24.693359375,-7.30615234375,56.69384765625,24.69384765625,24.693359375,225.943359375,99.443359375,14.3603515625,77.8603515625,35.3603515625,198.8876953125,739.775390625,49.3876953125,35.443359375,35.3603515625,45.69384765625,99.44384765625,1137.8876953125
344.0,99.607421875,99.607421875,24.357421875,-7.39208984375,56.60791015625,24.60791015625,24.357421875,226.107421875,99.607421875,14.5244140625,78.0244140625,35.2744140625,199.2158203125,742.431640625,49.2158203125,35.607421875,35.2744140625,45.35791015625,99.60791015625,1139.2158203125
345.0,99.607421875,99.607421875,24.357421875,-7.39208984375,56.60791015625,24.60791015625,24.357421875,226.107421875,99.607421875,14.5244140625,78.0244140625,35.2744140625,199.2158203125,742.431640625,49.2158203125,35.607421875,35.2744140625,45.35791015625,99.60791015625,1139.2158203125
346.0,99.76953125,99.76953125,24.51953125,-7.47998046875,56.52001953125,24.52001953125,24.51953125,226.26953125,99.51953125,14.6865234375,78.1865234375,35.1865234375,199.5400390625,745.080078125,49.0400390625,35.76953125,35.1865234375,45.02001953125,99.77001953125,1140.5400390625
347.0,99.76953125,99.76953125,24.51953125,-7.47998046875,56.52001953125,24.52001953125,24.51953125,226.26953125,99.51953125,14.6865234375,78.1865234375,35.1865234375,199.5400390625,745.080078125,49.0400390625,35.76953125,35.1865234375,45.02001953125,99.77001953125,1140.5400390625
348.0,99.9296875,99.9296875,24.1796875,-7.56982421875,56.43017578125,24.43017578125,24.1796875,226.4296875,99.6796875,14.8466796875,78.3466796875,35.0966796875,199.8603515625,747.720703125,48.8603515625,35.9296875,35.0966796875,44.68017578125,99.93017578125,1141.8603515625
349.0,99.9296875,99.9296875,24.1796875,-7.56982421875,56.43017578125,24.43017578125,24.1796875,226.4296875,99.6796875,14.8466796875,78.3466796875,35.0966796875,199.8603515625,747.720703125,48.8603515625,35.9296875,35.0966796875,44.68017578125,99.93017578125,1141.8603515625
