D,E
0.0,0.3125
1.0,0.3125
2.0,0.4375
3.0,0.4375
4.0,0.4375
5.0,0.4375
6.0,0.3125
7.0,0.3125
8.0,0.3125
9.0,0.3125
10.0,0.4375
11.0,0.4375
12.0,0.4375
13.0,0.4375
14.0,0.3125
15.0,0.3125
