D,E
0.0,0.0625
1.0,0.0625
2.0,0.4375
3.0,0.4375
4.0,0.1875
5.0,0.1875
6.0,0.3125
7.0,0.3125
8.0,0.3125
9.0,0.3125
10.0,0.1875
11.0,0.1875
12.0,0.4375
13.0,0.4375
14.0,0.0625
15.0,0.0625
