D,E
0.0,2.625
1.0,2.625
2.0,6.125
3.0,6.125
4.0,9.125
5.0,9.125
6.0,11.625
7.0,11.625
8.0,13.625
9.0,13.625
10.0,15.125
11.0,15.125
12.0,16.125
13.0,16.125
14.0,16.625
15.0,16.625
