D,E
0.0,0.90625
1.0,0.90625
2.0,0.78125
3.0,0.78125
4.0,0.53125
5.0,0.53125
6.0,0.15625
7.0,0.15625
8.0,0.90625
9.0,0.90625
10.0,0.78125
11.0,0.78125
12.0,0.53125
13.0,0.53125
14.0,0.15625
15.0,0.15625
