D,E
0.0,0.3125
1.0,0.3125
2.0,0.5625
3.0,0.5625
4.0,0.5625
5.0,0.5625
6.0,0.3125
7.0,0.3125
8.0,0.3125
9.0,0.3125
10.0,0.5625
11.0,0.5625
12.0,0.5625
13.0,0.5625
14.0,0.3125
15.0,0.3125
