D,E
0.0,-0.125
1.0,-0.125
2.0,0.03125
3.0,0.03125
4.0,-0.21875
5.0,-0.21875
6.0,-0.34375
7.0,-0.34375
8.0,-0.34375
9.0,-0.34375
10.0,-0.21875
11.0,-0.21875
12.0,0.03125
13.0,0.03125
14.0,-0.125
15.0,-0.125
