D,E
0.0,1.125
1.0,1.125
2.0,1.5
3.0,1.5
4.0,1.75
5.0,1.75
6.0,1.875
7.0,1.875
8.0,1.875
9.0,1.875
10.0,1.75
11.0,1.75
12.0,1.5
13.0,1.5
14.0,1.125
15.0,1.125
