D,E
0.0,0.65625
1.0,0.65625
2.0,1.03125
3.0,1.03125
4.0,1.28125
5.0,1.28125
6.0,1.40625
7.0,1.40625
8.0,0.65625
9.0,0.65625
10.0,1.03125
11.0,1.03125
12.0,1.28125
13.0,1.28125
14.0,1.40625
15.0,1.40625
